,Tweet_ID,Tweet_Text,Emojis
519,1386463450046418944,It’s the #Minari family for me. #Oscars https://t.co/SqRPgQbWEy,:wink: :heart_eyes: :thumbsup: :stuck_out_tongue_winking_eye: :smile:
520,1386463315732221953,"Ladies and gentlemen, H.E.R. ...at the #Oscars https://t.co/4kpSunPWuH",:joy: :eyes: :skull: :flushed: :wink:
521,1386463297294135298,I am doing anything but watch the #Oscars   What are you doing?,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :eyes: :smile:
522,1386462807604989953,Best Original Song nominee H.E.R. has arrived at the #Oscars https://t.co/km5M7qr6Y8,:wink: :heart_eyes: :joy: :thumbsup: :stuck_out_tongue_winking_eye:
523,1386462798792769538,"How to watch the #Oscars 2021 live: Channel, streaming and time details https://t.co/l85VxHEIPK https://t.co/IGX7l4av34",:wink: :stuck_out_tongue_winking_eye: :grimacing: :thumbsup: :hand:
524,1386462655607713794,"That said, how many of us saw any of the movies nominated tonight? What did you like? Who are your favorites to win? #HATM #Oscars",
525,1386462600209133569,I need someone to look at me like Best Actor nominee Riz Ahmed looks at his wife Fatima Farheen Mirza! #Oscars https://t.co/DjY9T8Oz9h,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :heart_eyes: :smile:
526,1386462574334652419,Who will win at the #Oscars tonight? Our awards season expert weighs in with his predictions. https://t.co/2H0sJJ5p4M,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :grimacing:
527,1386462550611488768,Didn't realize how much we needed to see Amanda Seyfried in red tonight. 😍 #Oscars https://t.co/UeV4LLboRr,:heart_eyes: :thumbsup: :heart: :wink: :purple_heart:
528,1386462547163979776,"One of this year's Oscar nominees, ""Do Not Split,"" is a documentary about the 2019-2020 Hong Kong protests. But residents of Hong Kong who participated in — or were affected by — the movement cannot watch the awards ceremony this year. https://t.co/uE2ZvOA7MF #Oscars",:wink: :angry: :thumbsup: :rage: :confused:
529,1386462459268009984,#Oscars: Hollywood Trash Erects Walls to Keep Celebrities Safe During Academy Awards #FuckHollywood #Oscars2021  https://t.co/s1QG2TdUso via @BreitbartNews,
530,1386462241189339137,Academy Award nominee Vanessa Kirby on the #Oscars red carpet https://t.co/vfgKSTeWuX,:flushed: :joy: :wink: :heart_eyes: :confused:
531,1386462211720241153,Best Supporting Actress nominee Amanda Seyfried at the #Oscars https://t.co/Rp2TluASIN,:heart_eyes: :sparkling_heart: :thumbsup: :heart: :wink:
532,1386461861743259648,Angela Bassett just set the #Oscars red carpet on fire https://t.co/vicN5ufZG5 https://t.co/sEGjUeF0Ui,:heart_eyes: :wink: :thumbsup: :stuck_out_tongue_winking_eye: :sparkling_heart:
533,1386461591265234944,🗣️REGINA KING #Oscars https://t.co/CkL3SnI6oa,:thumbsup: :heart_eyes: :clap: :wink: :sparkles:
534,1386461532645740548,Reese Witherspoon and Laura Dern are attending the #Oscars together.  (via @reesifcr) https://t.co/7cnBNAmcTu,
535,1386461432116559872,Carey Mulligan and Marcus Mumford at the #Oscars red carpet. https://t.co/jUoGq4q5Yt,
536,1386461393604554765,A historic night in Hollywood feels a little different this year than it did in 2015 when I covered the #Oscars. Here’s to an amazing night for all those who worked so hard and are nominated. https://t.co/JgBG2Ze4Yi,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :angry: :rage:
537,1386461355155333121,"THE QUEEN!!!!!!   ""One Night in Miami"" director Regina King in @LouisVuitton  at the #Oscars. More red carpet later on our site. https://t.co/IG09DIInH0",:heart_eyes: :thumbsup: :sparkling_heart: :heart: :purple_heart:
538,1386461167359389697,drop what you’re wearing to the #Oscars (obviously I’m in my pajamas) https://t.co/zu0eJV8lcb,:wink: :stuck_out_tongue_winking_eye: :heart_eyes: :thumbsup: :sparkling_heart:
539,1386460937402523653,"Great idea. Folks, what are we wearing to the #Oscars tonight? I'm rocking a sleeveless t-shirt and gym shorts while I prep dinner. #HATM https://t.co/R3YdmpqWah",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :sunglasses:
540,1386460899033198603,Yearly reminder that THE SHAPE OF WATER is the worst Best Picture winner of all-time and the fact it beat GET OUT is a modern tragedy.   #AcademyAwards #Oscars,:wink: :thumbsup: :joy: :smile: :stuck_out_tongue_winking_eye:
541,1386460743697117185,"Wait, the #Oscars are happening?",:wink: :confused: :joy: :neutral_face: :thumbsup:
542,1386460497524969481,Regina King and Andra Day on the #Oscars red carpet https://t.co/HjfKcsoTHk,:thumbsup: :heart_eyes: :wink: :clap: :heart:
543,1386460271246462980,‘Best Supporting Actress’ nominee Amanda Seyfried stuns on the #Oscars red carpet. https://t.co/ZYRbTfK7je,:heart_eyes: :sparkling_heart: :joy: :information_desk_person: :sparkles:
544,1386460103440621568,On our way!! #Oscars #JudasAndTheBlackMessiah #stayMACRO https://t.co/4JzhMz9Ykq,:thumbsup: :muscle: :clap: :facepunch: :smile:
545,1386459453977989124,"LOVE the hair. We weren't sure about the dress at first, but we notice something new every time we look at it. It's growing on us. #Oscars https://t.co/hfJagfYwJj",:wink: :thumbsup: :heart_eyes: :stuck_out_tongue_winking_eye: :confused:
546,1386459406628425729,Best Actor nominee Riz Ahmed at the #Oscars https://t.co/219roHkfF0,:wink: :heart_eyes: :sob: :thumbsup: :smile:
547,1386459022207946754,🚨The Oscar-nominated songs are being performed RIGHT NOW in the #Oscars pre-show🚨https://t.co/7w6Uaohatk https://t.co/miR6F8MIYe,:thumbsup: :kissing_heart: :information_desk_person: :v: :no_good:
548,1386458983570055168,I don't think any red carpet moment can ever top this #Oscars https://t.co/njZpkuge2U,:wink: :heart: :yellow_heart: :stuck_out_tongue_winking_eye: :heart_eyes:
549,1386458776434323462,"The 93rd Academy Awards are about to get underway, and a record number of women have been nominated.   Follow along for all the big moments: https://t.co/xvs7WagHSl #Oscars",
550,1386458745845207045,We are ready for the #Oscars https://t.co/tGUxE5oAKX,:wink: :thumbsup: :smile: :stuck_out_tongue_winking_eye: :blush:
551,1386458660965167104,"THE WAIT IS OVER...the big screen is back!  The movies, the way you've always loved them, is the way to see them again.  #TheBigScreenIsBack #Oscars #AMCTheatres https://t.co/2WXkgpQPAa",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :confused:
552,1386458620066414598,Daniel Kaluuya on the #Oscars red carpet. That’s all. ❤️ https://t.co/d7qOh4YB7K,:thumbsup: :joy: :wink: :stuck_out_tongue_winking_eye: :smile:
553,1386458476239589379,"""Ma Rainey's Black Bottom"" star Viola Davis in @McQueen at the #Oscars. More red carpet later on our site. https://t.co/UtNfCLPPzJ",:wink: :thumbsup: :heart_eyes: :confused: :grimacing:
554,1386458421772365826,Best Supporting Actress nominee Amanda Seyfried at the #Oscars  https://t.co/XyLJhjLnjJ,:heart_eyes: :sparkling_heart: :raised_hands: :heart: :information_desk_person:
555,1386458177252769792,Yuh-Jung Youn and Glenn Close meeting for the first time is the moment we didn't know we needed😍 #Oscars #etalkredcarpet https://t.co/3XtHb3Zawp,:sparkling_heart: :thumbsup: :heart: :wink: :heart_eyes:
556,1386458112521953287,Hear from #Oscars Original Song nominees @LauraPausini and @Diane_Warren! https://t.co/BlQ0aPZaIn,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :rage:
557,1386457888877694986,She fucking CRUSHED IT. #Oscars https://t.co/YBbuSSJFiY,:heart_eyes: :wink: :purple_heart: :thumbsup: :ok_hand:
558,1386457814760001536,Full camera shot (w/ my son squealing in joy in the background). We’re so happy for you @djtara. #Oscars https://t.co/dZQRCjmRdq,:thumbsup: :clap: :muscle: :ok_hand: :smile:
559,1386457756668887042,"I may or may not be sporting sweats this year, but it wouldn’t be the #Oscars without a little glamour... Ah 2019... @theacademy ✨ Congratulations to the nominees! 🍾 https://t.co/gMbrRFq1OB",:heart_eyes: :sparkling_heart: :heart: :kissing_heart: :purple_heart:
560,1386457708539219969,Riz Ahmed and his wife Fatima Farheen Mirza on the #Oscars red carpet https://t.co/foUMvIqcnd,:heart_eyes: :heart: :yellow_heart: :blue_heart: :sob:
561,1386457689635491842,"Riz Ahmed pauses the #Oscars red carpet to fix his wife Fatima Farheen Mirza's hair: ""I'm the official groomer""  https://t.co/QrBqZ8y6n1 https://t.co/YAGv6ut7Eu",:wink: :stuck_out_tongue_winking_eye: :joy: :angry: :rage:
562,1386457439013412870,"""One Night in Miami"" director Regina King in @LouisVuitton at the #Oscars. More red carpet later on our site. https://t.co/1JVEbZBv0w",:thumbsup: :wink: :heart_eyes: :smile: :heart:
563,1386457296188841984,Listen to @AndraDayMusic describe what drove her to audition for @USvsBillie on the #Oscars Red Carpet. https://t.co/IYfPBmxW3w,:wink: :joy: :stuck_out_tongue_winking_eye: :thumbsup: :smile:
564,1386457205524766720,"Steven Yeun, the first Asian-American actor ever nominated for Best Actor, went with the classic tux for the #Oscars red carpet. https://t.co/BcRb8QdmIY",:wink: :thumbsup: :joy: :neutral_face: :heart_eyes:
565,1386457150407553025,Riz Ahmed fixes wife Fatima Farheen Mirza’s hair on the #Oscars red carpet. https://t.co/NQxnKCLnYd,:joy: :wink: :confused: :stuck_out_tongue_winking_eye: :neutral_face:
566,1386457149832785920,Amanda Seyfried brought the heat to the #Oscars red carpet in a cherry-red gown complete with a matching lip https://t.co/OUrccgI8n4 https://t.co/dtCs0Wc8Jr,:wink: :thumbsup: :heart_eyes: :ok_hand: :sparkling_heart:
567,1386456890251563009,"Carey Mulligan, everyone!!! #Oscars https://t.co/C0EhyMZnMN",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :confused:
568,1386456811918696449,Riz Ahmed on the #Oscars red carpet https://t.co/Kqj4Ay7PHh,:wink: :joy: :smirk: :heart_eyes: :clap:
569,1386456664077971458,Regina King came READY in the custom Louis Vuitton. 🤯🔥 #Oscars https://t.co/mgg3RhFKnH,
570,1386456626861858820,Riz Ahmed fixes his wife’s hair on the #Oscars red carpet. ❤️   https://t.co/GRR22A3OtC,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :angry: :rage:
571,1386456512109887494,"For the 2021 #Oscars, Travon Free paid a special tribute through his style. His look included a jacket that includes names such as Eric Garner, Tamir Rice, Philando Castile and more who have died at the hands of police. https://t.co/oPqgpnATQV",:wink: :thumbsup: :smile: :stuck_out_tongue_winking_eye: :confused:
572,1386456507206623232,Watch @LilRel4's red carpet interview with #Oscars Best Actress nominee @AndraDayMusic. https://t.co/72T2K0KwUx,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :joy:
573,1386456419726241796,Marlee Matlin in Vivienne Westwood at the #Oscars. More red carpet later on our site. at the #Oscars. More red carpet later on our site. https://t.co/MHw2k1aeUc,:heart_eyes: :joy: :wink: :thumbsup: :flushed:
574,1386456206672375808,"Oh wait, the #Oscars are tonight? https://t.co/9ifRFsIpuX",:stuck_out_tongue_winking_eye: :wink: :thumbsup: :joy: :smile:
575,1386456088929779713,"I don’t know about you, but I refuse to watch a bunch of Pompous, Overpaid, Overrated, Out of Touch, Self-Centered Jackasses glorifying themselves...while speaking about oppression.  🙄  #Oscars2021 🖕   #Boycott #Oscars",:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :grimacing:
576,1386456026619301893,Regina King with an absolutely stunning look for tonight’s #Oscars https://t.co/RgxyUx0eKZ,:heart_eyes: :thumbsup: :wink: :clap: :sparkles:
577,1386455858121515010,What a performance by the girls from #Húsavík. We are all very proud of you #Oscars #Eurovision #12stig #RÚV https://t.co/BzNZHLgrZh,:thumbsup: :smile: :clap: :notes: :heartbeat:
578,1386455785350205440,Was today years old when I realized the #Oscars is gonna be in person. https://t.co/7SVBbk92uD,:flushed: :joy: :confused: :stuck_out_tongue_winking_eye: :disappointed:
579,1386455706115706884,RIZ AHMED FIXING HIS WIFE'S HAIR 😭😭😭 #Oscars https://t.co/Fh6A1RDRIk https://t.co/Fq39TIWaf3,:joy: :wink: :stuck_out_tongue_winking_eye: :heart_eyes: :thumbsup:
580,1386455696737144837,Molly Sanden singing Eurovision’s Husavik at #Oscars  from Iceland 🇮🇸 https://t.co/vy44QRoJYr,:purple_heart: :smile: :heart: :yellow_heart: :wink:
581,1386455442608558083,ok so because it's the #Oscars i rented 'promising young woman' and i need to know if anyone else has seen this and what did you think? because i feel like it's one of the best films i've seen in awhile but then i don't get out much anymore lol,:thumbsup: :smile: :wink: :clap: :blush:
582,1386455405627252741,Someone give Viola Davis an Oscar just for this performance of her pretending to take a shot https://t.co/aXVTwTSRna #Oscars https://t.co/NJdHuQJxkF,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :clap:
583,1386455397314154496,Best Actress nominee Carey Mulligan in #Oscars gold https://t.co/9wfLGMQOEv,:thumbsup: :heart_eyes: :stuck_out_tongue_winking_eye: :wink: :clap:
584,1386455262660268037,Here are all the A-list stars presenting at tonight's #Oscars https://t.co/v0dS30t8Q1 https://t.co/T7uQlhjAz2,:wink: :hand: :stuck_out_tongue_winking_eye: :angry: :no_good:
585,1386455262588936196,REGINA. KING. #Oscars https://t.co/1dglnjWVSm,:heart_eyes: :thumbsup: :sparkling_heart: :clap: :raised_hands:
586,1386455210860625929,"I am a huge movie fan, and I  enjoy the spectacle of these awards shows. Why am I not feeling the #Oscars this year?",:confused: :wink: :thumbsup: :disappointed: :cry:
587,1386455136352960513,Carey Mulligan IS the moment-- promise. 😉 #Oscars https://t.co/nkpoyvje7w,:heart_eyes: :sparkling_heart: :thumbsup: :wink: :heart:
588,1386455049103048704,I’m #Oscars ready! Grateful I get to work with SoCal small business @MiaBellaCouture — they dressed me in René Atelier for our socially distanced show. Check them out!  The Awards Show starts at 5pm on @ABC7. #SupportLocal #SupportTheArts https://t.co/dH4cEBvcKL,:thumbsup: :wink: :heart_eyes: :smile: :kissing_heart:
589,1386454910300983306,"Did we mention that @ViolaDavis is the first Black performer to ever win an Emmy, Tony, AND Oscar for acting? 👑👏 #Oscars https://t.co/f8lbpcjn21 https://t.co/fstOzWs5vQ",:thumbsup: :wink: :clap: :smile: :stuck_out_tongue_winking_eye:
590,1386454668105199617,Who is joining us watching the #Oscars?   Reply with a GIF of the film you’re rooting for this evening!,:thumbsup: :wink: :smile: :stuck_out_tongue_winking_eye: :clap:
591,1386454576945979395,Best Actress nominee Carey Mulligan in #Oscars gold https://t.co/BnLV3kDnVU,:heart_eyes: :sparkling_heart: :thumbsup: :sparkles: :kissing_heart:
592,1386454396582518785,"Regina King:  Understanding the assignment, once again.✅ #Oscars https://t.co/lFauWmM5rk",:heart_eyes: :thumbsup: :heart: :sparkling_heart: :sparkles:
593,1386454327254990848,Best Actress nominee Viola Davis at the #Oscars https://t.co/sdEgeafYFi,:heart_eyes: :thumbsup: :heart: :clap: :raised_hands:
594,1386454299236986883,Carey Mulligan in winner gold? #Oscars https://t.co/TXtZhHO85u,:wink: :thumbsup: :heart_eyes: :clap: :raised_hands:
595,1386454182803263495,"My God today! The Queen herself, Viola Davis! #Oscars https://t.co/9OTl4HyB3a",:wink: :heart_eyes: :information_desk_person: :thumbsup: :ok_hand:
596,1386454158463705090,Regina King has arrived! 💎 #Oscars   📸: @IamJamesAnthony https://t.co/bMx6jonj0C,:thumbsup: :heart_eyes: :sparkling_heart: :clap: :wink:
597,1386453912333475840,"""Minari"" star Alan Kim in @ThomBrowne at the #Oscars. More red carpet later on our site. https://t.co/8XBXaJa1Dy",:heart_eyes: :thumbsup: :wink: :heart: :clap:
598,1386453816007139332,Best Actress nominee Viola Davis has arrived at the #Oscars  https://t.co/8BQPXqMGDI,:thumbsup: :information_desk_person: :sparkling_heart: :raised_hands: :wink:
599,1386453754233360385,Best Actress nominee Carey Mulligan has arrived at the #Oscars https://t.co/4KuzH44oe9,:heart_eyes: :heart: :wink: :smirk: :sparkling_heart:
600,1386453687288025091,"The Lucas Brothers, nominated for #BestOriginalScreenplay, talk about the impact of their movie Judas and the Black Messiah on the #Oscars Red Carpet. https://t.co/UEqszbAxLp",:wink: :thumbsup: :joy: :stuck_out_tongue_winking_eye: :confused:
601,1386453652261548038,The award for Best Animated Feature Film at the #Oscars was introduced 20 years ago. The first winner? ‘Shrek’. https://t.co/IlPhbmS3f0,:thumbsup: :ok_hand: :raised_hands: :clap: :joy:
602,1386453578072592391,Best actress nominee Viola Davis looks stunning on the #Oscars red carpet. https://t.co/LfopgqE6KM,:wink: :information_desk_person: :clap: :heart_eyes: :raised_hands:
603,1386453525262004229,Carey Mulligan dazzles in a gold gown on the #Oscars red carpet. She understood the assignment. https://t.co/JneW40MCl0 https://t.co/peFo9FhsCg,:thumbsup: :wink: :stuck_out_tongue_winking_eye: :clap: :heart:
604,1386453355292237829,Regina King in custom Louis Vuitton at the #Oscars https://t.co/EyikWE0OYZ,:heart_eyes: :thumbsup: :wink: :clap: :heart:
605,1386452916634984448,Best actress nominee Viola Davis stunned on the #Oscars red carpet in a white dress with cutouts. See more red carpet fashion here https://t.co/OUrccgI8n4 https://t.co/R6ZAB0BtbG,:heart_eyes: :thumbsup: :heart: :clap: :sparkling_heart:
606,1386452706441633792,Alan S. Kim on the #Oscars red carpet. Just look at his knee-high socks 😍 https://t.co/mlZL0tk3JF,:smile: :thumbsup: :wink: :blush: :heart_eyes:
607,1386452290823933952,Regina King wearing custom Louis Vuitton at the #Oscars https://t.co/lrLEP6QxBP,:heart_eyes: :sparkling_heart: :heart: :purple_heart: :kissing_heart:
608,1386452263867228165,"It’s the diversity of menswear for me. Colman Domingo, Lakeith Stanfield, and Leslie Odom Jr gets it ✨#Oscars https://t.co/8NgNgxuZcD",:thumbsup: :heart_eyes: :wink: :stuck_out_tongue_winking_eye: :clap:
609,1386452051979341824,That’s a wrap. This is the winner. #oscars https://t.co/Y6x7aQowOQ,:heart_eyes: :thumbsup: :clap: :wink: :raised_hands:
610,1386451992827080711,Chloé Zhao is making history at the #Oscars and really showed up in sneaks and French braids. We 👏 bow 👏 down 👏. https://t.co/SFIqmlMUJG https://t.co/a59tSsyewC,:thumbsup: :wink: :smile: :stuck_out_tongue_winking_eye: :heart_eyes:
611,1386451973952712710,"“And the Oscar goes to...” “I’ve got to win this one. I bribed everyone in Hollywood!” “George C. Scott in 'Man Getting Hit By Football'."" #Oscars https://t.co/YVCIOBzTuW",:wink: :cry: :thumbsup: :joy: :stuck_out_tongue_winking_eye:
612,1386451963626229763,He shut it down! I'm not even gonna look at anybody else. It is done. #Oscars https://t.co/SupjEanthk,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :heart_eyes:
613,1386451958723227653,I THINK WE CAN ALL AGREE THAT REGINA KING #Oscars https://t.co/GQAaKy2T04,:wink: :heart_eyes: :thumbsup: :sparkles: :stuck_out_tongue_winking_eye:
614,1386451942667325445,"Colman Domingo arrives at the #Oscars on April 25, 2021, at Union Station in Los Angeles.  📸 by Chris Pizzello / Pool via AFP https://t.co/H2x8CwAbOS",:thumbsup: :stuck_out_tongue_winking_eye: :wink: :joy: :clap:
615,1386451934375145472,"Charli XCX has arrived at the #Oscars Vanity Fair after party, the British singer will be performing songs from her upcoming album #Oscars2021 #VanityFair https://t.co/OZzWeCyGqa",:joy: :cry: :skull: :sob: :heart_eyes:
616,1386451921041465347,Best supporting actor nominees Daniel Kaluuya and Leslie Odom Jr. share a laugh on the #Oscars red carpet. We love to see it https://t.co/AimXQYE1Iu https://t.co/5DX8NcGhoF,
617,1386451830486487046,Regina King already won the #Oscars 💎 https://t.co/mZcvvQiJnz,:wink: :heart_eyes: :thumbsup: :kissing_heart: :sparkling_heart:
618,1386451756356341760,.@ReginaKing looks absolutely stunning for the #Oscars. https://t.co/F5chOuCcNc,:wink: :joy: :heart_eyes: :stuck_out_tongue_winking_eye: :skull:
619,1386451675859259394,"this stance and stare 😍 come through, Lakeith #Oscars https://t.co/j9CwFsVqRs",:wink: :joy: :thumbsup: :stuck_out_tongue_winking_eye: :skull:
620,1386451663142146050,Whew!  Andra Day came DRESSED as the #Oscars award she’s gonna win tonight! https://t.co/CdeKp6SHCr,:wink: :thumbsup: :clap: :heart_eyes: :flushed:
621,1386451257028538369,Regina King always gets it so right #Oscars https://t.co/Lr2YhibrU5,:thumbsup: :heart_eyes: :clap: :sparkling_heart: :sparkles:
622,1386451233427365888,Regina King in custom Louis Vuitton at the #Oscars https://t.co/AkxQydzsQd,:thumbsup: :heart_eyes: :clap: :wink: :joy:
623,1386450624603049987,Here we go!#Oscars https://t.co/Dp8gbPZIXH,:thumbsup: :muscle: :heart_eyes: :wink: :smile:
624,1386450393102700550,Regina King in custom Louis Vuitton at the 2021 #Oscars - I https://t.co/COYJcaDSL6,
625,1386450387876474887,I couldn't be more excited to not watch the #Oscars tonight.  Who's with me?,:wink: :cry: :grimacing: :thumbsup: :stuck_out_tongue_winking_eye:
626,1386450298445647875,#hanyeri grew up so well! 😭 of age of youth for #oscars. i'm proud! https://t.co/hGTStJA8sx,:stuck_out_tongue_winking_eye: :blush: :yellow_heart: :wink: :smile:
627,1386450210059079683,Regina King is #Oscars ready https://t.co/BchfAdQJQG,:heart_eyes: :sparkling_heart: :thumbsup: :sparkles: :wink:
628,1386450203918675969,Regina THEE King #Oscars https://t.co/8OnRU7a0fD,:wink: :heart_eyes: :sparkling_heart: :joy: :information_desk_person:
629,1386449960334409729,Tonight could be the first time that people of color sweep the acting #Oscars  — an indication that the film industry has kept its promise in response to the #OscarsSoWhite movement and implemented meaningful reforms. https://t.co/2V3Tk3F0Yk,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :confused: :rage:
630,1386449918772977665,Scenes from the #Oscars red carpet. https://t.co/vJL9zJID2z,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :angry:
631,1386449639243583488,Anyone else NOT gonna watch the #Oscars?,:wink: :stuck_out_tongue_winking_eye: :confused: :thumbsup: :no_good:
632,1386449519425081353,The Weeknd no tapete vermelho do #Oscars em 2016. 📸 https://t.co/8xeDeZW1Lt,
633,1386449457802264581,Best Supporting Actor nominee Daniel Kaluuya has arrived at the #Oscars https://t.co/1zln6LZXaS,:thumbsup: :clap: :muscle: :wink: :smile:
634,1386449111893770243,"Give it a rest, guys. If you don't enjoy the #Oscars, that's fine, but considering we have amazing actors on this platform with whom we share a common goal, the vitriol is a bit much.   Acting is hard work and they deserve their night.",:thumbsup: :wink: :smile: :clap: :stuck_out_tongue_winking_eye:
635,1386449035146452993,".@ReginaKing has arrived to the #Oscars! The star stuns in @LouisVuitton. See more of the red carpet arrivals, here https://t.co/VcTeiRbF67 https://t.co/irbdbhl0X9",:heart_eyes: :sparkling_heart: :heart: :thumbsup: :purple_heart:
636,1386448539597742083,Best supporting actor nominee Daniel Kaluuya arrives on the #Oscars red carpet sporting an all black suit. See more red carpet fashion here https://t.co/OUrccgI8n4 https://t.co/RXVVQmKjZN,:thumbsup: :wink: :heart_eyes: :blush: :v:
637,1386448095941210112,Alan S. Kim dances adorably as he makes his way into the Dolby Theatre for the #Oscars. https://t.co/GAo5m1dfSZ,:joy: :wink: :skull: :thumbsup: :heart_eyes:
638,1386448021932560390,You watching the #Oscars,:wink: :thumbsup: :smile: :confused: :stuck_out_tongue_winking_eye:
639,1386447906224238594,"Rooting for ""Promising Young Woman"" tonight at the #Oscars! @EmeraldFennell directed such a stunning film with an important message and I'm honored that ""Stars Are Blind"" was used. Good luck!💕  https://t.co/6YTfMLTDZv",:heart: :purple_heart: :thumbsup: :yellow_heart: :wink:
640,1386447874611990531,#Minari star Alan S. Kim on the #Oscars  red carpet https://t.co/CfmHORkU6L,:heart_eyes: :see_no_evil: :thumbsup: :heart: :speak_no_evil:
641,1386447639315718148,#Nomadland is currently leading - which movie do YOU think should win the Oscar for Best Picture? Vote now at https://t.co/UCpx3FqWfX #Oscars #BestPicture https://t.co/xBBHpy8aaa,
642,1386447608642682882,#Oscars flashback: Glenn Close in 1983 when she was first nominated for an Academy Award vs. tonight. She is nominated for Best Supporting Actress for her role in #HillbillyElegy and is the most nominated living actress who has never won an #Oscar. https://t.co/QZy2quvPzR https://t.co/s5g5acBGln,:wink: :thumbsup: :smile: :clap: :cry:
643,1386447509816373249,We're just here to bless your feeds with a video of #Minari star Alan S. Kim dancing on the #Oscars red carpet https://t.co/OUrccgI8n4 https://t.co/T9kKObxqi1,:thumbsup: :wink: :heart_eyes: :smile: :stuck_out_tongue_winking_eye:
644,1386447430523133953,I practiced my #Oscars speech on the critters ('You like me!'). Not the reaction I was hoping for https://t.co/HbzOTfIpcO,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :grimacing:
645,1386447428501458944,It's almost time! Make your #Oscars predictions.,:wink: :thumbsup: :joy: :rage: :confused:
646,1386447427918499842,What’s your favorite part of The #Oscars?,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :cry: :joy:
647,1386447174301593600,"Glenn, we love you, but... no, dear. #Oscars https://t.co/WZzbr0goHr",:wink: :thumbsup: :see_no_evil: :flushed: :ok_hand:
648,1386446767693127689,"charlese antoinette, costume designer of judas and the black messiah, in rodarte for the #Oscars https://t.co/4IgAxzxAwk",:thumbsup: :heart_eyes: :clap: :heart: :sparkling_heart:
649,1386446703289675776,THE STAR ALAN S. KIM HAS ARRIVED EVERYONE ELSE CAN GO HOME #oscars https://t.co/lDprYBl8YV,:thumbsup: :wink: :heart_eyes: :joy: :smile:
650,1386446564957335564,"What's the answer, soap fans? #Oscars https://t.co/3NOHlEXugm",:wink: :stuck_out_tongue_winking_eye: :smirk: :sweat_smile: :joy:
651,1386446301164752900,Academy Award nominee Youn Yuh-jung #Oscars https://t.co/0ycaVWrtZ5,:thumbsup: :heart_eyes: :wink: :information_desk_person: :raised_hands:
652,1386446268507910144,Emerald Fennell was so charming in her red carpet interview that we wound up liking her gown perhaps a bit more than we actually do. #Oscars https://t.co/LlScgDeh6l,
653,1386446204196855808,"Alan S. Kim, the 9 year old #Minari breakout star, has arrived on the #Oscars red carpet. https://t.co/DbhwhSa8kv",:joy: :heart_eyes: :wink: :stuck_out_tongue_winking_eye: :heart:
654,1386445813778354176,What a stunning serve by Leslie Odom Jr. for the #Oscars https://t.co/NMpti0pA77,:heart_eyes: :flushed: :wink: :yellow_heart: :stuck_out_tongue_winking_eye:
655,1386445696027533313,Tonight is the #Oscars.   If these Hollywood elitists actually practiced what they preached...  THEY WOULD GIVE UP THEIR ARMED SECURITY.,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :rage: :angry:
656,1386445319060086790,Lakeith Stanfield in Saint Laurent for the #Oscars. Absolutely amazing look https://t.co/kB1OmA2t1E,:thumbsup: :wink: :heart_eyes: :ok_hand: :smile:
657,1386445168467906564,The sexiest #Oscars dresses of all time https://t.co/ouLpmV1hWr https://t.co/7iRTSFDLmr,:eyes: :joy: :sunglasses: :wink: :flushed:
658,1386445115825217539,LaKeith Stanfield in cinched and serving in custom Saint Laurent by Anthony Vaccarello. #Oscars https://t.co/dlfwNdMrxG,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :heart_eyes: :blue_heart:
659,1386445098196500483,Raise your hand if you are NOT watching the #Oscars tonight,:eyes: :flushed: :confused: :thumbsup: :wink:
660,1386444957536309252,Having an Oscar memory moment on this Oscar Sunday ! Which one of my Oscar looks is your fav ? Good luck to all the nominees! #Oscars https://t.co/SsfdgDbZ6q,:thumbsup: :wink: :heart_eyes: :heart: :information_desk_person:
661,1386444802737246209,"Glenn Close, aka absolute queen of the #Oscars red carpet, is here 👏 https://t.co/Tq5ueEZTrm",:wink: :thumbsup: :confused: :heart_eyes: :sparkling_heart:
662,1386444725721485317,LaKeith Stanfield’s style for tonight’s #Oscars https://t.co/g9XG5fVRlf,:joy: :wink: :thumbsup: :skull: :heart_eyes:
663,1386444630233817088,"Our elders, teaching us.  #Oscars https://t.co/TZLANWTxY8",
